year,Pos,Player,photo,Runs,Mat,Inns,NO,HS,Avg,BF,SR,Century,Fifty,Four,Sixes,Team,Team_logo,Outs
2011,50,Mayank Agarwal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mayank%20Agarwal.png,141,8,7,0,41,20.14,120,117.5,0,0,16,4,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,7.000993049
2012,39,Mayank Agarwal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mayank%20Agarwal.png,225,16,12,1,64,20.45,158,142.4,0,1,19,15,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,11.00244499
2013,78,Mayank Agarwal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mayank%20Agarwal.png,67,5,5,0,29,13.4,62,108.06,0,0,6,3,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,5
2014,54,Mayank Agarwal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mayank%20Agarwal.png,115,8,8,0,31,14.37,91,126.37,0,0,12,3,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,8.002783577
2015,32,Mayank Agarwal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mayank%20Agarwal.png,213,10,10,1,68,23.66,177,120.33,0,2,23,7,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,9.002535926
2016,87,Mayank Agarwal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mayank%20Agarwal.png,27,3,3,0,10,9,25,108,0,0,3,1,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,3
2017,84,Mayank Agarwal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mayank%20Agarwal.png,26,3,3,0,20,8.66,27,96.29,0,0,3,0,RPS,https://i.pinimg.com/736x/9b/3c/f1/9b3cf1c503a30be3ec3c3f60562867f7.jpg,3.002309469
2018,51,Mayank Agarwal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mayank%20Agarwal.png,120,11,11,1,30,12,94,127.65,0,0,9,5,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,10
2019,26,Mayank Agarwal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mayank%20Agarwal.png,332,13,13,0,58,25.53,234,141.88,0,2,26,14,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,13.00430866
2020,14,Mayank Agarwal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mayank%20Agarwal.png,424,11,11,0,106,38.54,271,156.45,1,2,44,15,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,11.00155682
2021,9,Mayank Agarwal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mayank%20Agarwal.png,441,12,12,1,99,40.09,314,140.44,0,4,42,18,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,11.00024944
2022,49,Mayank Agarwal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mayank%20Agarwal.png,196,13,12,0,52,16.33,160,122.5,0,1,23,6,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,12.00244948
2023,39,Mayank Agarwal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mayank%20Agarwal.png,270,10,10,0,83,27,210,128.57,0,1,29,6,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,10
2024,85,Mayank Agarwal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mayank%20Agarwal.png,64,4,4,0,32,16,57,112.28,0,0,8,1,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,4
2025,78,Mayank Agarwal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mayank%20Agarwal.png,95,4,4,1,41,31.67,64,148.43,0,0,10,2,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,2.999684244
2018,91,Mayank Markande,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mayank%20Markande.png,21,14,6,4,7,10.5,24,87.5,0,0,2,0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,2
2019,111,Mayank Markande,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mayank%20Markande.png,6,3,2,1,6,6,5,120,0,0,1,0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,1
2023,110,Mayank Markande,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mayank%20Markande.png,21,10,3,3,18,1,13,161.53,0,0,2,1,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,21
2026,114,Mayank Yadav,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mayank%20Yadav.png,5,1,1,0,5,5,5,100,0,0,1,0,LSG,https://www.hindustantimes.com/ht-img/img/2026/02/26/cropped/16-9/1000217347_1772086834074_1772086846178.jpg,1
2008,51,MF Maharoof,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,125,10,8,2,39,20.83,79,158.22,0,0,10,7,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,6.000960154
2010,86,MF Maharoof,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,31,7,4,1,28,10.33,23,134.78,0,0,2,2,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,3.000968054
2023,87,Michael Bracewell,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,58,5,4,2,26,29,47,123.4,0,0,6,1,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,2
2012,69,Michael Clarke,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,98,6,6,0,41,16.33,93,105.37,0,0,12,0,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png,6.00122474
2008,36,Michael Hussey,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,168,4,3,1,116,84,100,168,1,0,12,11,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,2
2010,78,Michael Hussey,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,37,3,3,1,15,18.5,44,84.09,0,0,2,0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,2
2011,5,Michael Hussey,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,492,14,14,2,83,41,414,118.84,0,4,53,6,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,12
2012,30,Michael Hussey,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,261,8,8,0,56,32.62,236,110.59,0,2,28,8,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,8.001226242
2013,1,Michael Hussey,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,733,17,17,3,95,52.35,566,129.5,0,6,81,17,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,14.00191022
2014,36,Michael Hussey,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,209,9,9,0,56,23.22,182,114.83,0,2,17,7,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,9.000861326
2015,64,Michael Hussey,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,77,4,4,0,56,19.25,70,110,0,1,5,3,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,4
2011,66,Michael Klinger,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,73,4,4,0,29,18.25,77,94.8,0,0,9,0,KTK,https://static.toiimg.com/photo/58007915/After-its-controversial-birth-and-just-one-season-in-the-league-the-Kochi-Tuskers-Kerala-IPL-franchise-was-terminated-by-the-BCCI-for-breaching-its-terms-of-conditions-The-consortium-that-owned-the-team-allegedly-defaulted-on-an-annual-payment-of-Rs-156-crores-as-a-bank-guarantee-.jpg,4
2010,24,Michael Lumb,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,278,11,11,0,83,25.27,192,144.79,0,1,45,6,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,11.00118718
2008,52,Misbah-ul-Haq,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,117,8,8,1,47,16.71,81,144.44,0,0,10,6,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,7.001795332
2013,96,Mitchell Johnson,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,39,17,6,2,11,9.75,36,108.33,0,0,2,2,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,4
2014,67,Mitchell Johnson,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,56,14,8,5,16,18.66,50,112,0,0,4,3,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,3.001071811
2015,80,Mitchell Johnson,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,31,9,8,4,13,7.75,36,86.11,0,0,1,1,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,4
2016,118,Mitchell Johnson,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,5,3,3,1,4,2.5,14,35.71,0,0,0,0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,2
2017,87,Mitchell Johnson,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,20,5,3,3,13,1,17,117.64,0,0,1,1,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,20
2018,96,Mitchell Johnson,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,16,6,2,2,12,1,11,145.45,0,0,2,0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,16
2010,90,Mitchell Marsh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mitchell%20Marsh.png,28,3,2,0,15,14,30,93.33,0,0,1,1,DEC,https://media.crictracker.com/media/attachments/1677234053985_Deccan-Chargers-logo.jpeg,2
2011,77,Mitchell Marsh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mitchell%20Marsh.png,50,5,3,1,37,25,49,102.04,0,0,2,3,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png,2
2013,53,Mitchell Marsh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mitchell%20Marsh.png,140,9,8,1,38,20,106,132.07,0,0,6,10,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png,7
2016,111,Mitchell Marsh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mitchell%20Marsh.png,7,3,1,0,7,7,11,63.63,0,0,0,0,RPS,https://i.pinimg.com/736x/9b/3c/f1/9b3cf1c503a30be3ec3c3f60562867f7.jpg,1
2020,125,Mitchell Marsh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mitchell%20Marsh.png,0,1,1,0,0,1,1,0,0,0,0,0,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,0
2022,39,Mitchell Marsh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mitchell%20Marsh.png,251,8,8,0,89,31.38,189,132.8,0,2,19,14,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,7.998725303
2023,65,Mitchell Marsh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mitchell%20Marsh.png,128,9,9,0,63,14.22,97,131.95,0,1,11,7,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,9.00140647
2024,87,Mitchell Marsh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mitchell%20Marsh.png,61,4,4,0,23,15.25,38,160.52,0,0,9,3,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,4
2025,5,Mitchell Marsh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mitchell%20Marsh.png,627,13,13,0,117,48.23,383,163.7,1,6,56,37,LSG,https://www.hindustantimes.com/ht-img/img/2026/02/26/cropped/16-9/1000217347_1772086834074_1772086846178.jpg,13.00020734
2026,18,Mitchell Marsh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mitchell%20Marsh.png,210,7,7,0,55,30,156,134.61,0,1,18,11,LSG,https://www.hindustantimes.com/ht-img/img/2026/02/26/cropped/16-9/1000217347_1772086834074_1772086846178.jpg,7
2015,96,Mitchell McClenaghan,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,13,12,3,2,12,13,6,216.66,0,0,0,2,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,1
2016,81,Mitchell McClenaghan,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,34,14,5,2,20,11.33,23,147.82,0,0,2,3,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,3.000882613
2017,95,Mitchell McClenaghan,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,16,14,7,3,12,4,15,106.66,0,0,0,1,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,4
2018,104,Mitchell McClenaghan,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,11,11,5,3,11,5.5,10,110,0,0,1,1,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,2
2019,96,Mitchell McClenaghan,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,11,5,4,1,10,3.66,16,68.75,0,0,2,0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,3.005464481
2019,77,Mitchell Santner,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mitchell%20Santner.png,32,4,2,1,22,32,23,139.13,0,0,0,3,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,1
2022,113,Mitchell Santner,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mitchell%20Santner.png,22,6,4,2,11,11,27,81.48,0,0,3,0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,2
2023,152,Mitchell Santner,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mitchell%20Santner.png,2,3,2,2,1,1,4,50,0,0,0,0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,2
2024,122,Mitchell Santner,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mitchell%20Santner.png,14,3,3,0,11,4.67,17,82.35,0,0,1,0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,2.997858672
2025,98,Mitchell Santner,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mitchell%20Santner.png,40,13,8,6,18,20,33,121.21,0,0,2,3,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,2
2026,83,Mitchell Santner,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mitchell%20Santner.png,26,4,2,2,18,1,19,136.84,0,0,3,0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,26
2014,58,Mitchell Starc,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mitchell%20Starc.png,85,14,9,3,29,14.16,84,101.19,0,0,9,0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,6.002824859
2015,99,Mitchell Starc,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mitchell%20Starc.png,11,13,3,2,9,11,14,78.57,0,0,1,0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,1
2024,134,Mitchell Starc,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mitchell%20Starc.png,9,14,5,3,6,4.5,11,81.81,0,0,1,0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,2
2025,132,Mitchell Starc,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mitchell%20Starc.png,6,11,6,4,2,3,10,60,0,0,0,0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,2
2010,47,Mithun Manhas,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,157,9,8,4,32,39.25,149,105.36,0,0,14,0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,4
2011,56,Mithun Manhas,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,114,10,10,0,35,11.4,123,92.68,0,0,8,4,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png,10
2012,63,Mithun Manhas,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,120,10,7,3,42,30,96,125,0,0,10,4,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png,4
2013,116,Mithun Manhas,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,13,3,2,2,11,1,17,76.47,0,0,1,0,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png,13
2014,80,Mithun Manhas,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,35,12,5,3,13,17.5,23,152.17,0,0,3,1,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,2
2018,61,Moeen Ali,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Moeen%20Ali.png,77,5,4,0,65,19.25,46,167.39,0,1,4,6,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,4
2019,35,Moeen Ali,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Moeen%20Ali.png,220,11,10,2,66,27.5,133,165.41,0,2,16,17,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,8
2020,95,Moeen Ali,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Moeen%20Ali.png,12,3,3,0,11,4,16,75,0,0,1,0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,3
2021,17,Moeen Ali,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Moeen%20Ali.png,357,15,15,1,58,25.5,260,137.3,0,1,31,19,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,14
2022,41,Moeen Ali,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Moeen%20Ali.png,244,10,10,0,93,24.4,177,137.85,0,1,24,11,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,10
2023,66,Moeen Ali,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Moeen%20Ali.png,124,15,10,3,23,17.71,91,136.26,0,0,12,6,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,7.001693958
2024,70,Moeen Ali,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Moeen%20Ali.png,128,8,5,0,56,25.6,98,130.61,0,1,7,8,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,5
2025,137,Moeen Ali,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Moeen%20Ali.png,5,6,2,0,5,2.5,14,35.71,0,0,0,0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,2
2009,116,Mohammad Ashraful,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,2,1,1,0,2,2,10,20,0,0,0,0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,1
2008,132,Mohammad Asif,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,3,8,2,0,3,1.5,6,50,0,0,0,0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,2
2008,103,Mohammad Hafeez,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,20,8,3,1,13,10,22,90.9,0,0,2,1,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,2
2008,35,Mohammad Kaif,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,176,16,14,3,34,16,171,102.92,0,0,14,6,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,11
2010,91,Mohammad Kaif,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,28,4,3,0,14,9.33,30,93.33,0,0,2,0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,3.001071811
2011,88,Mohammad Kaif,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,41,8,4,1,15,13.66,33,124.24,0,0,5,0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,3.001464129
2012,120,Mohammad Kaif,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,14,1,1,0,14,14,16,87.5,0,0,1,0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,1
