year,Pos,Player,Image,Wkts,Mat,Inns,Over,Runs,BBI,Average,Economic,Strike_Rate,Four_wkt,Five_wkt,Team,Team_logo
2013.0, 28 ,Lakshmipathy Balaji,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Praveen Kumar.png,12.0,13.0,13.0,50.0,387.0,5/24,32.25,7.74,25.0,0.0,0.0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg
2013.0, 29 ,Praveen Kumar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Siddharth Trivedi.png,12.0,15.0,15.0,56.0,373.0,3/18,31.08,6.62,28.16,0.0,0.0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png
2013.0, 30 ,Siddharth Trivedi,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ashish Nehra.png,12.0,17.0,17.0,60.0,410.0,4/25,34.16,6.85,29.91,0.0,0.0,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png
2013.0, 31 ,Ashish Nehra,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Karn Sharma.png,11.0,10.0,10.0,36.0,316.0,4/10,28.72,8.77,19.63,0.0,0.0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg
2013.0, 32 ,Karn Sharma,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Piyush Chawla.png,11.0,13.0,13.0,35.0,230.0,4/16,20.9,6.6,19.0,0.0,0.0,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg
2013.0, 33 ,Piyush Chawla,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Rajat Bhatia.png,11.0,16.0,16.0,58.0,418.0,4/17,38.0,7.16,31.81,0.0,0.0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png
2013.0, 34 ,Rajat Bhatia,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Irfan Pathan.png,11.0,15.0,15.0,44.0,332.0,4/15,30.18,7.57,23.9,0.0,0.0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg
2013.0, 35 ,Irfan Pathan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Kieron Pollard.png,10.0,15.0,15.0,51.0,382.0,3/24,38.2,7.44,30.8,0.0,0.0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg
2013.0, 36 ,Kieron Pollard,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Murali Kartik.png,10.0,18.0,14.0,31.0,292.0,4/44,29.2,9.41,18.6,0.0,0.0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg
2013.0, 37 ,Murali Kartik,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Rahul Sharma.png,9.0,11.0,11.0,39.0,284.0,3/17,31.55,7.28,26.0,0.0,0.0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg
2013.0, 38 ,Rahul Sharma,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sachithra Senanayake.png,9.0,11.0,11.0,41.0,281.0,3/13,31.22,6.85,27.33,0.0,0.0,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png
2013.0, 39 ,Sachithra Senanayake,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shahbaz Nadeem.png,9.0,8.0,8.0,32.0,209.0,2/26,23.22,6.53,21.33,0.0,0.0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg
2013.0, 40 ,Shahbaz Nadeem,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Darren Sammy.png,9.0,12.0,12.0,44.0,259.0,3/16,28.77,5.88,29.33,0.0,0.0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg
2013.0, 41 ,Darren Sammy,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Dhawal Kulkarni.png,8.0,10.0,9.0,22.0,168.0,4/22,21.0,7.52,16.75,1.0,0.0,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg
2013.0, 42 ,Dhawal Kulkarni,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sandeep Sharma.png,8.0,6.0,6.0,18.0,151.0,4/14,18.87,8.08,14.0,0.0,0.0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg
2013.0, 43 ,Sandeep Sharma,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Albie Morkel.png,8.0,4.0,4.0,16.0,119.0,4/20,14.87,7.43,12.0,0.0,0.0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png
2013.0, 44 ,Albie Morkel,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Iqbal Abdulla.png,7.0,8.0,7.0,24.0,159.0,4/32,22.71,6.62,20.57,0.0,0.0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg
2013.0, 45 ,Iqbal Abdulla,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Manpreet Gony.png,7.0,5.0,5.0,19.0,142.0,3/24,20.28,7.53,16.14,0.0,0.0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg
2013.0, 46 ,Manpreet Gony,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mitchell Marsh.png,7.0,8.0,8.0,28.0,256.0,3/31,36.57,9.14,24.0,0.0,0.0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png
2013.0, 47 ,Mitchell Marsh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Moises Henriques.png,7.0,9.0,7.0,19.0,182.0,4/25,26.0,9.41,16.57,0.0,0.0,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png
2013.0, 48 ,Moises Henriques,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Morne Morkel.png,7.0,10.0,8.0,21.0,185.0,3/12,26.42,8.74,18.14,0.0,0.0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg
2013.0, 49 ,Morne Morkel,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ajit Chandila.png,7.0,10.0,10.0,40.0,335.0,4/20,47.85,8.37,34.28,0.0,0.0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg
2013.0, 50 ,Ajit Chandila,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Stuart Binny.png,6.0,8.0,8.0,25.0,156.0,4/13,26.0,6.24,25.0,0.0,0.0,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png
2013.0, 51 ,Stuart Binny,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Wayne Parnell.png,6.0,17.0,14.0,24.0,162.0,2/14,27.0,6.75,24.0,0.0,0.0,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png
2013.0, 52 ,Wayne Parnell,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Yuvraj Singh.png,6.0,4.0,4.0,15.0,137.0,3/27,22.83,9.23,14.83,0.0,0.0,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png
2013.0, 53 ,Yuvraj Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Angelo Mathews.png,6.0,13.0,10.0,22.0,152.0,4/29,25.33,6.9,22.0,0.0,0.0,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png
2013.0, 54 ,Angelo Mathews,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Harmeet Singh Bansal.png,5.0,11.0,10.0,31.0,240.0,4/19,48.0,7.74,37.2,0.0,0.0,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png
2013.0, 55 ,Harmeet Singh Bansal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Johan Botha.png,5.0,3.0,3.0,11.0,87.0,3/24,17.4,7.67,13.6,0.0,0.0,Bansal,
2013.0, 56 ,Johan Botha,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shanthakumaran Sreesanth.png,5.0,6.0,6.0,16.0,109.0,3/6,21.8,6.54,20.0,0.0,0.0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg
2013.0, 57 ,Shanthakumaran Sreesanth,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Zaheer Khan.png,5.0,7.0,7.0,21.0,163.0,3/29,32.6,7.52,26.0,0.0,0.0,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png
2013.0, 58 ,Zaheer Khan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Brett Lee.png,5.0,2.0,2.0,6.0,47.0,4/17,9.4,7.83,7.2,1.0,0.0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg
2013.0, 59 ,Brett Lee,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Dirk Nannes.png,4.0,3.0,3.0,12.0,86.0,3/15,21.5,7.16,18.0,0.0,0.0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg
2013.0, 60 ,Dirk Nannes,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Siddarth Kaul.png,4.0,5.0,5.0,20.0,158.0,3/27,39.5,7.96,29.75,0.0,0.0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg
2013.0, 61 ,Siddarth Kaul,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Abu Nechim.png,4.0,6.0,6.0,22.0,170.0,4/29,42.5,7.78,32.75,0.0,0.0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg
2013.0, 62 ,Abu Nechim,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ali Murtaza.png,3.0,2.0,2.0,7.0,45.0,2/27,15.0,6.42,14.0,0.0,0.0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg
2013.0, 63 ,Ali Murtaza,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ashish Reddy.png,3.0,3.0,3.0,10.0,94.0,3/15,31.33,9.4,20.0,0.0,0.0,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png
2013.0, 64 ,Ashish Reddy,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Chris Gayle.png,3.0,12.0,5.0,6.0,70.0,3/25,23.33,10.5,13.33,0.0,0.0,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg
2013.0, 65 ,Chris Gayle,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Jasprit Bumrah.png,3.0,16.0,4.0,4.0,40.0,3/21,13.33,10.0,8.0,0.0,0.0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg
2013.0, 66 ,Jasprit Bumrah,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Munaf Patel.png,3.0,2.0,2.0,7.0,70.0,4/14,23.33,10.0,14.0,0.0,0.0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg
2013.0, 67 ,Munaf Patel,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Muttiah Muralitharan.png,3.0,4.0,4.0,15.0,137.0,5/21,45.66,9.13,30.0,0.0,0.0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg
2013.0, 68 ,Muttiah Muralitharan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Rahul Shukla.png,3.0,6.0,6.0,23.0,177.0,3/11,59.0,7.69,46.0,0.0,0.0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg
2013.0, 69 ,Rahul Shukla,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Roelof van der Merwe.png,3.0,3.0,3.0,8.0,79.0,2/28,26.33,9.87,16.0,0.0,0.0,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png
2013.0, 70 ,Roelof van der Merwe,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ryan McLaren.png,3.0,3.0,3.0,11.0,71.0,3/20,23.66,6.45,22.0,0.0,0.0,der,
2013.0, 71 ,Ryan McLaren,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Syed Mohammad.png,3.0,2.0,2.0,7.0,94.0,2/28,31.33,13.42,14.0,0.0,0.0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg
2013.0, 72 ,Syed Mohammad,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Abhishek Nayar.png,3.0,4.0,4.0,10.0,91.0,2/15,30.33,9.1,20.0,0.0,0.0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg
2013.0, 73 ,Abhishek Nayar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ajantha Mendis.png,2.0,11.0,3.0,8.0,59.0,3/13,29.5,7.37,24.0,0.0,0.0,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png
2013.0, 74 ,Ajantha Mendis,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Anand Rajan.png,2.0,3.0,3.0,12.0,78.0,2/19,39.0,6.5,36.0,0.0,0.0,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png
2013.0, 75 ,Anand Rajan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Dwayne Smith.png,2.0,2.0,2.0,8.0,42.0,3/27,21.0,5.25,24.0,0.0,0.0,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg
2013.0, 76 ,Dwayne Smith,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Jason Holder.png,2.0,13.0,3.0,5.0,59.0,4/8,29.5,11.8,15.0,0.0,0.0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg
2013.0, 77 ,Jason Holder,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Kane Richardson.png,2.0,6.0,6.0,20.0,168.0,4/52,84.0,8.4,60.0,0.0,0.0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg
2013.0, 78 ,Kane Richardson,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Luke Wright.png,2.0,3.0,3.0,12.0,101.0,3/13,50.5,8.53,35.5,0.0,0.0,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png
2013.0, 79 ,Luke Wright,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Rishi Dhawan.png,2.0,6.0,5.0,10.0,100.0,1/12,50.0,10.16,29.5,0.0,0.0,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png
2013.0, 80 ,Rishi Dhawan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Vikramjeet Malik.png,2.0,6.0,5.0,15.0,109.0,2/14,54.5,7.26,45.0,0.0,0.0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg
2013.0, 81 ,Vikramjeet Malik,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Aaron Finch.png,2.0,3.0,3.0,10.0,59.0,2/14,29.5,5.9,30.0,0.0,0.0,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png
2013.0, 82 ,Aaron Finch,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Abhimanyu Mithun.png,1.0,14.0,3.0,4.0,49.0,1/11,49.0,12.25,24.0,0.0,0.0,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png
2013.0, 83 ,Abhimanyu Mithun,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Andrew McDonald.png,1.0,1.0,1.0,4.0,37.0,2/37,37.0,9.25,24.0,0.0,0.0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg
2013.0, 84 ,Andrew McDonald,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ankeet Chavan.png,1.0,1.0,1.0,2.0,17.0,2/25,17.0,8.5,12.0,0.0,0.0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg
2013.0, 85 ,Ankeet Chavan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ankit Rajpoot.png,1.0,3.0,3.0,9.0,63.0,2/23,63.0,7.0,54.0,0.0,0.0,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png
2013.0, 86 ,Ankit Rajpoot,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ben Laughlin.png,1.0,2.0,2.0,4.0,35.0,5/14,35.0,8.75,24.0,0.0,0.0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg
2013.0, 87 ,Ben Laughlin,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Bhargav Bhatt.png,1.0,2.0,2.0,7.0,71.0,2/15,71.0,10.14,42.0,0.0,0.0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg
2013.0, 88 ,Bhargav Bhatt,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Bipul Sharma.png,1.0,2.0,2.0,5.0,32.0,4/22,32.0,6.4,30.0,0.0,0.0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png
2013.0, 89 ,Bipul Sharma,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Cameron White.png,1.0,1.0,1.0,4.0,21.0,2/13,21.0,5.25,24.0,0.0,0.0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png
2013.0, 90 ,Cameron White,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Hanuma Vihari.png,1.0,13.0,2.0,2.0,16.0,1/14,16.0,8.0,12.0,0.0,0.0,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg
2013.0, 91 ,Hanuma Vihari,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Harmeet Singh.png,1.0,17.0,5.0,6.0,38.0,1/5,38.0,6.33,36.0,0.0,0.0,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg
2013.0, 92 ,Harmeet Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ishwar Pandey.png,1.0,1.0,1.0,4.0,34.0,1/34,34.0,8.5,24.0,0.0,0.0,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png
2013.0, 93 ,Ishwar Pandey,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Jeevan Mendis.png,1.0,2.0,2.0,4.0,50.0,2/23,50.0,12.5,24.0,0.0,0.0,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png
2013.0, 94 ,Jeevan Mendis,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Laxmi Ratan Shukla.png,1.0,3.0,2.0,5.0,36.0,1/16,36.0,7.2,30.0,0.0,0.0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg
2013.0, 95 ,Laxmi Ratan Shukla,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Marlon Samuels.png,1.0,4.0,2.0,3.0,22.0,3/25,22.0,7.33,18.0,0.0,0.0,Shukla,
2013.0, 96 ,Marlon Samuels,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mohammad Shami.png,1.0,2.0,1.0,4.0,34.0,3/39,34.0,8.5,24.0,0.0,0.0,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png
2013.0, 97 ,Mohammad Shami,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Nathan Coulter-Nile.png,1.0,3.0,3.0,9.0,78.0,3/15,78.0,8.66,54.0,0.0,0.0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg
2013.0, 98 ,Nathan Coulter-Nile,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Parveez Rasool.png,1.0,1.0,1.0,4.0,29.0,4/14,29.0,7.25,24.0,0.0,0.0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg
2013.0, 99 ,Parveez Rasool,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Pawan Suyal.png,1.0,2.0,2.0,5.0,28.0,1/20,28.0,5.6,30.0,0.0,0.0,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png
2013.0, 100 ,Pawan Suyal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Pravin Tambe.png,1.0,1.0,1.0,3.0,21.0,1/21,21.0,7.0,18.0,0.0,0.0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg
2013.0, 101 ,Pravin Tambe,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ryan Harris.png,1.0,3.0,3.0,11.0,88.0,4/20,88.0,8.0,66.0,0.0,0.0,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png
